BBH_score_clustered,BBH_se,BBH_nsubtasks,MUSR_score_clustered,MUSR_se,MUSR_nsubtasks,model
0.3223614510687368,0.005878680358874525,24,0.34355208333333337,0.016603736122690064,3,Arthur-LAGACHERIE/Precis-1B-Instruct
0.46003301674679414,0.006262453854052151,24,0.4028645833333333,0.017605819875960854,3,Artples/L-MChat-7b
0.48225627665257265,0.0062623779876624175,24,0.36959375,0.0167369785226005,3,Artples/L-MChat-Small
0.5233174837035713,0.0063130395526534286,24,0.41613541666666665,0.01745651932498665,3,Aryanne/SHBA
0.5215375046264326,0.0063265401969673065,24,0.44357291666666665,0.017735864455420566,3,Aryanne/SuperHeart
0.42746984992662185,0.006173088468462884,24,0.36228124999999994,0.0170089725222949,3,AtAndDev/Qwen2.5-1.5B-continuous-learnt
0.4490409465001947,0.006231470912176104,24,0.39384375,0.017378732468726617,3,AuraIndustries/Aura-4B
0.5131231419849062,0.006308746294730389,24,0.4004479166666666,0.01717521759635911,3,AuraIndustries/Aura-8B
0.43152444292813597,0.006199290589042307,24,0.4100625,0.01730961071043635,3,AuraIndustries/Aura-MoE-2x4B-v2
0.43385067041774666,0.006192192245558011,24,0.40851041666666665,0.017438405492720428,3,AuraIndustries/Aura-MoE-2x4B
0.5189590919105129,0.006160794772057717,24,0.4658645833333333,0.018040605901836922,3,Aurel9/testmerge-7b
0.28342820421436793,0.005591317343704275,24,0.35520833333333335,0.01703709520287444,3,Ayush-Singh/Llama1B-sft-2
0.5068726694646123,0.006219518932826401,24,0.40352083333333333,0.01728864630512652,3,Azure99/Blossom-V6-14B
